ID,Denomination,FK_JobTitle,LanguageId
3359,Film Theater Supervisor,51,14
3360,Cinema Supervisor,51,14
3361,Theater Operations Manager,51,14
3362,Film House Manager,51,14
3363,Movie House Manager,51,14
3364,Cinematheque Manager,51,14
3365,Administrador de Cinema,51,17
3366,Coordenador de Cinema,51,17
3367,Diretor de Cinema,51,17
3368,Gestor de Cinema,51,17
3369,Theater Manager,51,17
3370,Movie Theater Manager,51,17
3371,Film Theater Supervisor,51,17
3372,Cinema Supervisor,51,17
3373,Theater Operations Manager,51,17
3374,Film House Manager,51,17
3375,Movie House Manager,51,17
3376,Cinematheque Manager,51,17
3377,Equipo de Cine,52,7
3378,Staff de Cine,52,7
3379,Trabajadores de Cine,52,7
3380,Empleados de Cine,52,7
3381,Movie Theater Employee,52,7
3382,Theater Attendant,52,7
3383,Film House Crew,52,7
3384,Movie Theatre Staff,52,7
3385,Cinema Employee,52,7
3386,Cinema Crew,52,7
3387,Cinema Worker,52,7
3388,Film Theater Staff,52,7
3389,Movie House Staff,52,7
3390,Movie Theater Employee,52,14
3391,Theater Attendant,52,14
3392,Film House Crew,52,14
3393,Movie Theatre Staff,52,14
3394,Cinema Employee,52,14
3395,Cinema Crew,52,14
3396,Cinema Worker,52,14
3397,Film Theater Staff,52,14
3398,Movie House Staff,52,14
3399,Equipe de Cinema,52,17
3400,Funcionários do Cinema,52,17
3401,Colaboradores do Cinema,52,17
3402,Trabalhadores do Cinema,52,17
3403,Movie Theater Employee,52,17
3404,Theater Attendant,52,17
3405,Film House Crew,52,17
3406,Movie Theatre Staff,52,17
3407,Cinema Employee,52,17
3408,Cinema Crew,52,17
3409,Cinema Worker,52,17
3410,Film Theater Staff,52,17
3411,Movie House Staff,52,17
3412,Recaudador,53,7
3413,Receptor,53,7
3414,Gestor de cobros,53,7
3415,Agente de cobranza,53,7
3416,Gatherer,53,7
3417,Accumulator,53,7
3418,Assembler,53,7
3419,Aggregator,53,7
3420,Gatherer,53,14
3421,Accumulator,53,14
3422,Assembler,53,14
3423,Aggregator,53,14
3424,Recebedor,53,17
3425,Arrecadador,53,17
3426,Coletor,53,17
3427,Agente de cobrança,53,17
3428,Gestor de Cobranças,53,17
3429,Gatherer,53,17
3430,Accumulator,53,17
3431,Assembler,53,17
3432,Aggregator,53,17
3433,Asesor de Cobros,54,7
3434,Analista de Cobros,54,7
3435,Coordinador de Cobros,54,7
3436,Administrativo de Cobros,54,7
3437,Collection Specialist,54,7
3438,Debt Collector Specialist,54,7
3439,Recovery Specialist,54,7
3440,Delinquent Account Collector,54,7
3441,Arrears Collector Specialist,54,7
3442,Payment Collection Specialist,54,7
3443,Collection Specialist,54,14
3444,Debt Collector Specialist,54,14
3445,Recovery Specialist,54,14
3446,Delinquent Account Collector,54,14
3447,Arrears Collector Specialist,54,14
3448,Payment Collection Specialist,54,14
3449,Analista de Cobranças,54,17
3450,Assessor de Cobranças,54,17
3451,Coordenador de Cobranças,54,17
3452,Collection Specialist,54,17
3453,Debt Collector Specialist,54,17
3454,Recovery Specialist,54,17
3455,Delinquent Account Collector,54,17
3456,Arrears Collector Specialist,54,17
3457,Payment Collection Specialist,54,17
3458,Controlador,55,7
3459,Gestor Financiero,55,7
3460,Contralor,55,7
3461,Controller Financiero,55,7
3462,Controlador Financiero,55,7
3463,Business Controller,55,7
3464,Financial Controller,55,7
3465,Corporate Controller,55,7
3466,Comptroller,55,7
3467,Finance Controller,55,7
3468,Head of Financial Control,55,7
3469,Controller of Finance,55,7
3470,Comptroller,55,14
3471,Financial Controller,55,14
3472,Finance Controller,55,14
3473,Head of Financial Control,55,14
3474,Corporate Controller,55,14
3475,Controller of Finance,55,14
3476,Business Controller,55,14
3477,Controlador/a,55,17
3478,Controladora,55,17
3479,Controlador,55,17
3480,Business Controller,55,17
3481,Financial Controller,55,17
3482,Corporate Controller,55,17
3483,Controlador Financeiro,55,17
3484,Gestor Financeiro,55,17
3485,Coordenador Financeiro,55,17
3486,Comptroller,55,17
3487,Finance Controller,55,17
3488,Head of Financial Control,55,17
3489,Controller of Finance,55,17
3490,Asistente de Control,57,7
3491,Asistente Controlador,57,7
3492,Asistente de Controller,57,7
3493,Controlador Asistente,57,7
3494,Assistant Controller,57,7
3495,Deputy Controller,57,7
3496,Associate Controller,57,7
3497,Financial Controller Assistant,57,7
3498,Assistant to the Controller,57,7
3499,Assistant Financial Controller,57,7
3500,Assistant Controller,57,14
3501,Deputy Controller,57,14
3502,Associate Controller,57,14
3503,Financial Controller Assistant,57,14
3504,Assistant to the Controller,57,14
3505,Assistant Financial Controller,57,14
3506,Auxiliar de Controle,57,17
3507,Assistente de Controle,57,17
3508,Assistente Controlador,57,17
3509,Auxiliar Controlador,57,17
3510,Assistant Controller,57,17
3511,Deputy Controller,57,17
3512,Associate Controller,57,17
3513,Financial Controller Assistant,57,17
3514,Assistant to the Controller,57,17
3515,Assistant Financial Controller,57,17
3516,Director de centro cultural,58,7
3517,Coordinador de centro cultural,58,7
3518,Administrador de centro cultural,58,7
3519,Jefe de centro cultural,58,7
3520,Responsable de centro cultural,58,7
3521,Cultural Center Manager,58,7
3522,Cultural Complex Manager,58,7
3523,Arts and Culture Manager,58,7
3524,Cultural Facility Manager,58,7
3525,Cultural Programs Manager,58,7
3526,Cultural Institution Manager,58,7
3527,Cultural Venue Manager,58,7
3528,Community Cultural Manager,58,7
3529,Manager of Cultural Centre,58,7
3530,Manager of Cultural Center,58,7
